id	mydate	genre	text
535	2021-03-09	PRDCL	 FÖRVIRRINGENS TIDEVARV. Demokrati kan liksom inte försvaras med att kräva att folk står i givakt inför Den Korrekta Analysen , skriver Nathan Hamelberg apropå att demokratiska fri- och rättigheter försvagats i över 80 länder under coronapandemin på sätt som inte motiveras av smittspridningsskydd. Jag minns hur otroligt annorlunda tid kunde uppfattas som barn. Hur ett sommarlov kunde kännas som en geologisk tidsålder, man var en person vid skolavslutningen och en annan när man kom tillbaka till skolan. Hur mycket man förändrades under ett år. Jag tänker på det när man överblickar tiden med Corona. 
536	2021-03-10	MDCL	 Antalet patienter med covid_19 som är i behov av sjukhusvård har stigit snabbt i Region Uppsala. Nu begär regionen att krislägesavtalet aktiveras på nytt för viss vårdpersonal - inklusive läkare - vid Akademiska sjukhuset. Under den senaste tiden har antalet sjukhusvårdade patienter med covid_19 ökat snabbt i Uppsala, och enligt regionen är en tredjedel av patienterna så svårt sjuka att de behöver andningsstöd. Detta medför ett ökat behov av personal inom intensiv- och intermediärvården. Men Akademiska sjukhuset har uttömt alla andra möjligheter att säkra bemanningen och därför begär regionen nu att krislägesavtalet återigen ska aktiveras. - Vi har ett allvarligt läge, där vårdbehovet har stigit dramatiskt på kort tid. Vi måste se till att vi har kapacitet för att kunna ta_emot fler patienter, säger Emilie Orring (M), ordförande för regionstyrelsen, i ett pressmeddelande. Enligt regionen kommer krislägesavtalet denna gång att omfatta undersköterskor och sjuksköterskor inom intermediär- och intensivvård, samt läkare inom verksamhetsområde anestesi, operation och intensivvård vid Akademiska sjukhuset. Formellt innebär beslutet att Region Uppsala begär att Sobona och Sveriges Kommuner och regioner (SKR) ska aktivera krislägesavtalet. Om begäran beviljas räknar regionen med att avtalet börjar tillämpas inom de närmaste dagarna. Med krislägesavtalet kan personal schemaläggas att arbeta 48 timmar per vecka i maximalt fyra veckor för en enskild anställd. I gengäld blir ersättningen sammantaget 220 procent av lönen per timme. Region Uppsala har tidigare använt krislägesavtalet för undersköterskor och sjuksköterskor inom intermediär- och intensivvård vid Akademiska sjukhuset. Omkring 120 personer berördes av avtalet. Regionen lämnade avtalet i början av februari då situationen för sjukvården hade förbättrats. 
537	2021-03-10	MDCL	 De kommande veckorna ökar leveranserna av vaccin till Sverige. Och nu vill regeringen att låneramen för inköp av vaccin höjs från 4,5 miljarder till 11 miljarder kronor. Hittills har Sverige genomfört en miljon vaccinationer mot covid-19. Antalet fall av covid_19 har minskat stort inom äldreomsorgen och 90 procent av alla som bor på äldreboende har fått minst en dos. Det beskedet gav regeringen, Folkhälsomyndigheten och Sveriges Kommuner och regioner (SKR) vid en gemensam pressträff på onsdagen. Enligt Marie Morell (M), ordförande för SKR:s sjukvårdsdelegation, har bara en tredjedel av det utlovade vaccinet nått regionerna. Men under de närmaste veckorna ökar leveranserna. Under mars räknar man med att 1,4 miljoner doser anländer till Sverige. De avtal som regeringen har tecknat om vaccin mot covid_19 ska räcka till mer än hela befolkningen. Men eftersom det inte går att veta hur länge effekten sitter i, eller hur viruset kommer att mutera, vill regeringen ta höjd för nya avtal som kan säkerställa tillgången på vaccin längre fram. Därför föreslår regeringen att riksdagen medger att låneramen för inköp av vaccin höjs från 4,5 miljarder till 11 miljarder kronor. - Vi talar så klart om mycket pengar, men jämfört med vad covid_19 kostat samhället så är det en liten summa. Det är en investering som kan ge stor utväxling - vaccin är vägen ur pandemin, sa socialminister Lena_Hallengren (S) på pressträffen. I dag finns tre godkända vaccin mot covid-19. Enligt regeringens vaccinsamordnare Richard Bergström kommer även vaccinet från Janssen troligen att godkännas av EU i morgon. 
538	2021-03-10	MDCL	 En vårdanställd i Region Sörmland har fått en skriftlig varning efter att ha brutit mot prioriteringsordningen vid covid-19-vaccination. I ett pressmeddelande skriver Region Sörmland att medarbetaren tillhör den prioriteringsgrupp som sedan en tid erbjudits tid för vaccination. Medarbetaren hade också fått en bokad tid för vaccination - men uteblev eftersom det var en ledig dag. När personen var tillbaka i tjänst, och skulle arbeta som vaccinatör, vaccinerades hen av en kollega innan arbetspasset började. Enligt Sörmlands riktlinjer skulle medarbetaren dock ha bokat en ny tid för vaccination. Medarbetaren har varit avstängd under tiden som händelsen utretts, men är nu tillbaka i tjänst efter att ha fått en skriftlig varning. Enligt regionen innebär agerandet ett brott mot prioriteringsordningen vid covid-19-vaccination. Ingen av de personer som skulle vaccineras vid tillfället blev dock utan vaccin på grund av händelsen, skriver regionen i pressmeddelandet. 
539	2021-03-10	MDCL	 Sars-cov-2 och dess mutationer har gett upphov till en komplex och ännu inte helt kartlagd patogenes och symtomatologi bakom sjukdomen covid-19. Förutom den medicinska aspekten med komplex akut behandling och kronisk belastning på såväl individer, vårdsystemet som samhället i stort står vi inför svåra etiska och juridiska frågeställningar. Ett exempel är olika samhällsrestriktioner som kräver juridisk och politisk förklaring. Diskussionen om strategin för profylax och behandling är relevant ur ett medicinskt perspektiv, men också utifrån ekonomisk-politisk synvinkel. Man får inte glömma de mångmiljardsummor som farmakologiska företag kan tjäna (eller eventuellt förlora) på vacciner mot covid-19, och hur olika länder kommer att använda sina politiska krafter för att tillmötesgå vissa företags lobbyverksamheter, oavsett vad medicinsk evidens visar. Vi ser nu även hur antivaxx rörelsen växer så det knakar (även bland vårdpersonal), vilket hotar möjligheterna att uppnå flockimmunitet globalt. Det är ingen tvivel om att vi står inför en rad mycket komplexa problem där ett holistiskt tänkande är nödvändigt. När en enskild patients diagnos eller behandling diskuteras tas beslut om hur man ska gå vidare i multidiciplinära team bestående av exempelvis radiologer, patologer, onkologer med flera. Frågan är varför man inte anammat ett liknande tillvägagångssätt när det gäller beslut om hur sars-cov-2 och dess mutationer ska tacklas. Varför tillsätts inte en expertgrupp med epidemiologer från Folkhälsomyndigheten, infektionsmedicinerare, forskare, Statens medicinsk-etiska råd, psykologer, politiker, statsvetare, socionomer, jurister och representanter från stora farmakologiska företag? Förnuftet säger mig att den pågående coronapandemin kräver en holistisk approach. Varför har man från de styrandes sida fortfarande inte insett det behovet? Om endast en eller enstaka intressenter drar i trådarna finns risk för att man agerar fel, vilket kan få stora konsekvenser för vårdsystemet som helhet. I en tid där gemene man kan agera expert i sociala medier kan ett misslyckande i en fråga som berör människor världen över ses som bevis för ett misslyckande för vårdsystemet och vår moderna evidensbaserade medicin. En ökande misstro mot sjukvården kan till exempel leda till att efterföljandet av nödvändiga rekommendationer försämras och skapa negativa effekter i samhället långt bortom coronapandemin. Det är dags att överväga en ny strategi mot covid-19. Skarpa hjärnor från ett brett spektrum av kompetenser bör tillsammans kunna formulera en effektiv strategi mot en pandemi som varken respekterar geografiska, ekonomiska, medicinska eller etiska gränser. Mehdi Dahlaki har haft underläkarvikariat vid Huddinge sjukhus och forskar nu om relationen mellan neuropeptid Y och klinisk depression. 
540	2021-03-10	NEWS	 Den brittiska varianten av Sars-Cov-2 står nu för nästan hälften av alla nya fall av covid i Skåne, 47 procent. Det visar de senaste siffrorna från Region Skånes labb. Varianten orsakar inte fler fall av covid, men kanske får den infektionen att vara längre så att den smittsamma tiden ökar. Dock: Vaccinet biter på den. 
541	2021-03-10	NEWS	 Folk uppgetts ha stått väldigt nära varandra i kön. När Familjeläkarna i Saltsjöbaden öppnade sin drive in-vaccinering under onsdagen blev det stökigt. Enligt uppgifter till Expressen bar ansvariga läkare och sköterskor varken munskydd eller handskar, och folk uppgetts ha stått väldigt nära varandra i kön. - De som lämnade sitt papper fick en spruta, utan att man desinficerades. Det var totalt kaos, säger en person till Expressen. Familjeläkarnas mottagning i Saltsjöbaden sydöstra Stockholm öppnade i dag sin drive-in-mottagning för covid-19-vaccinationer. Äntligen startar vi drive-in vaccination för dig som är patient hos Familjeläkarna och 80+. Välkommen till övre parkeringen vid Saltsjöbadens Centrum kl.13-15 onsdagen den 10 mars. , skriver företaget på sin hemsida. Folk stod en decimeter ifrån varandra Flera personer som Expressen varit i kontakt med beskriver vaccinationstillfället som stökigt. - Läkaren hade inget munskydd eller skyddshandskar, och vaccinerade flera personer utan att sprita händerna, säger en person till Expressen. - Jag har fått vaccin, men jag har inte varit berättigad till det. Det var massor med folk där. Det var inget arrangemang. Det var en person som samlade_in papperen, men det var ingen kollade på dem. De som lämnade sitt papper fick en spruta, utan att man desinficerades. Det var totalt kaos. En annan person uppger att avståndet på flera håll inte hölls från personerna i vaccinationskön. - Folk stod en decimeter i från varandra och det ser galet ut, säger personen. Regionens svar: Två viktiga principer I ett mejl till Expressen uppger Region Stockholm att de inte fått in några rapporter om trängsel vid den nämnda mottagningen. Samtidigt poängterar regionen att de har tydliga prioriteringsordningar och rutiner för vaccinationerna ska genomföras. I arbetet med vaccination mot covid_19 har Region Stockholm lyft två viktiga principer, dels att den beslutade prioriteringsordningen ska gälla, dels att varje dos ska användas. Om man av något skäl frångår prioriteringsordningen ska detta godkännas av berörd verksamhetschef och rapporteras som en avvikelse till Region Stockholm , skriver Erik Magni, presschef på Region Stockholm. Expressen har varit i kontakt med Familjeläkarna som ska återkomma. 
542	2021-03-10	NEWS	 I fjol kom det in drygt 3 300 coronarelaterade klagomål till landets patientnämnder. I fjol kom det in tusentals coronarelaterade klagomål till landets patientnämnder. Vanligast var det att klaga på inställd eller framflyttad vård. Totalt kom det in drygt 33 600 klagomål förra året, visar en sammanställning av Sveriges patientnämnder. Och det är ungefär 3_000 färre än vad det har varit under de föregående åren. - Jag tror att det har funnits en stor förståelse för att vården har varit så belastad under pandemin, säger Steinunn Ásgeirsdóttir, förvaltningschef för patientnämnden i Region Stockholm. Av de klagomål som kom in i fjol var 3 337 relaterade till covid-19. Många av de coronarelaterade klagomålen, 42 procent, gällde specialistvård och handlade om vård som ställdes_in eller fick flyttas fram. En del patienter hade också svårt att boka besök för besvär som nyligen uppkommit. En stor del av klagomålen, 36 procent, handlade om primärvården. Till exempel handlar det om personer som har symptom som kan tolkas som covid_19 och inte fått komma till hälso- eller vårdcentralen för att bli bedömda. De upplever då att andra diagnoser skulle kunna missas. Vården får inte tro att allt är corona , är en synpunkt som framförts. Men på grund av bland annat den vårdskuld som har byggts_upp tror patientnämnderna att de under lång tid framöver kommer att få klagomål om konsekvenserna av pandemin. 
543	2021-03-10	NEWS	 Region Skånes smittskyddsläkare berättar om de virusvarianter som har hittats och hur det påverkar restriktionerna i Region Skåne. Per Hagstam är vaccinsamordnare i region Skåne. De som har haft corona och tar sin första vaccinspruta kan drabbas av värre biverkningar än de som inte haft covid-19, skriver SVT Skåne. Vaccinsamordnaren Per Hagstam menar att en andra dos vaccin därför inte alltid behöver vara nödvändig. - Inget säger att det är farligt men det kan vara onödigt att utsätta_sig för detta, säger han till SVT Skåne. Under Region Skånes presskonferens under onsdagen diskuterades vaccin. Vaccinsamordnaren Per Hagstam kunde då konstatera att vaccinleveranserna till Sverige håller en god prognos. - I de högst prioriterade grupperna har vi en riktigt hög vaccinationstäckning. Vi ser nästan inga nya fall på äldreboenden. Det är väldigt glädjande, sa han på presskonferensen. Mer biverkningar Runt 80_000 skåningar har fått sin första dos av vaccin och runt hälften av dem har fått två doser. Men för vissa av dem som tidigare haft covid_19 kan biverkningarna efter den första vaccindosen vara ganska rejäla , berättar Per Hagstam för SVT Skåne. - Det finns en del som talar för att om man har haft covid, kanske inom de närmaste månaderna, så reagerar man antikroppsmässigt ganska rejält på en första dos. Det blir lite grann en boost . En del har fått mer biverkningar i samband med det. Det har man sett på båda vaccinen, säger han till tv-kanalen. Runt 80_000 skåningar har fått sin första vaccindos. Inte farligt Därför behöver man därför göra bedömningen om en andra dos är nödvändig i de fallen. - Det blir ett individuellt ställningstagande. Men om man skulle få väldigt mycket lokalreaktioner eller liknande på sin första dos och det har varit rejält besvärligt måste man alltid ta_upp den diskussionen om man vill ta den andra dosen. Inget säger att det är farligt men det kan vara onödigt att utsätta_sig för detta, säger Per Hagstam till SVT Skåne. 
544	2021-03-10	NEWS	 Vårdpersonal mot vaccindoser. Det bytet har Filippinernas regering erbjudit Tyskland och Storbritannien. Filippinska sjuksköterskor i Förenade arabemiraten hjälper varandra med skyddsutrustningen. Bild: Jon Gambrell/AP/TT Filippinerna kan skicka tusentals sjuksköterskor om de europeiska länderna svarar med att donera vaccin. - Vi överväger att höja taket för antalet utstationerade, förutsatt att vi når ett avtal, säger Alice Visperas, chef på arbetsmarknadsdepartementets enhet för utrikesfrågor, till Reuters. 30_000 filippiner, varav 11_000 sjuksköterskor, arbetar redan i det brittiska sjukvårdssystemet NHS. En talesperson för hälsodepartementet uppger att Storbritannien uppskattar deras bidrag men inte behöver byta till sig ytterligare vårdpersonal. - Storbritannien har inga planer på att ingå en vaccinöverenskommelse med Filippinerna som innebär ytterligare rekrytering av sjuksköterskor, säger talespersonen till CNN och tillägger: - Vi har redan uppgett att vi i framtiden kommer att dela med oss av eventuella överskottsdoser. Miljontals filippiner arbetar utomlands och de motsvarande 255 miljarder kronor migrantarbetarna årligen skickar hem är livsviktiga för ekonomin. 2019 tog nästan 17_000 sjuksköterskor anställning i utlandet. Men i april i fjol satte regeringen stopp med hänvisning till att vårdpersonalen behövdes på hemmaplan för att hantera pandemin. 130 Så många länder har hittills inte fått en enda vaccindos. Sedan dess har reglerna mjukats upp något. Det senaste budet är att 5_000 vårdutbildade ska tillåtas ta utlandsjobb under 2021. Med närmare 600_000 bekräftade coronafall, inklusive över 12_000 avlidna, är Filippinerna ett av de asiatiska länder som redovisat högst virussiffror i förhållande till folkmängd. Merparten av allt vaccin på marknaden har gått till den rika delen av världen. Filippinerna behöver 140 miljoner vaccindoser men har ännu bara kommit över några tusen, som donerades av Kina. Det filippinska sjuksköterskefacket FNU reagerar kraftigt på försöket att använda medlemmarna som förhandlingsbrickor. - Vi äcklas av hur regeringen behandlar sjuksköterskor och vårdpersonal som varor eller exportprodukter, säger generalsekreterare Jocelyn Andamo till Reuters. Även internationalen för offentliganställda, PSI, fördömer Filippinernas kohandlade . Samtidigt skriver det globala facket att förslaget speglar den desperation som utvecklingsländer som Filippinerna känner till följd av den nuvarande globala ordningen där vaccin fördelas orättvist. 
545	2021-03-10	PBLMD	 Hur mycket pollen som är i luften påverkar hur många som drabbas av covid-19. Detta visar en ny internationell studie som bland annat forskare från Göteborgs universitet deltagit i. Ju mer pollen - desto fler människor drabbas av av covid-19. Det är slutsatsen i en ny internationell studie där forskare från 31 länder på fem kontinenter har undersökt hur höga halter av pollen påverkar motståndskraften mot vissa virus. Studien har publicerats i den amerikanska vetenskapliga tidskriften PNAS. - Man har sett ett tydligt samband. Ju mer pollen - desto fler infekterade, säger Åslög Dahl, pollenforskare vid Göteborgs universitet. Pollen försvagar immunförsvaret Hög pollenhalt försämrar nämligen utsöndringen av interferoner på slemhinnorna - vilket innebär att immunförsvarets första försvarslinje försvagas. Vilket då gör det lättare exempelvis att drabbas av covid-19. - Det är viktigt att veta om man tillhör en riskgrupp att pollen är en faktor man måste ta hänsyn till och att det inte enbart gäller allergiker, säger Åslög Dahl. Vid en pollenhalt på 100 pollen per kubikmeter luft ser forskarna att antalet infektioner per 100_000 innevånare ökar med 4 procent. - Det är nivåer vi säkert kan räkna med i år. Och särskilt under björkblomningen kommer det att överskridas, säger Åslög Dahl. Riskgrupper bör kolla pollenrapporterna En slutsats är att människor som tillhör riskgrupper bör vara vaksamma vid pollenvarningar, speciellt då allergimedicin inte hjälper, då det inte handlar om någon allergisk reaktion. Ett sätt att skydda sig är att använda munskydd - men det måste vara ett munskydd som filtrerar_bort partiklar. Det överlägset viktigaste sättet att skydda sig är fortfarande att hålla avstånd. - Det är olyckligt att vi har en pandemi samtidigt som vi har ett pollenår. Därför blev jag glad när jag hörde att det kommer flera vaccindoser, säger Åslög Dahl. RäTTELSE: I en tidigare rubrik på Facebook samt i en pushnotis som skickades ut hade vi en felaktig formulering om att pollenallergi ökar risken för covid-19. Det stämmer inte. Det den nya studien visar är att hur mycket pollen som är i luften påverkar hur många som drabbas av covid-19. 
546	2021-03-10	PBLMD	 Sedan pandemin bröt_ut har dödligheten bland covid-patienterna halverats. Enligt Karin Frisell, överläkare och medicinskt ledningsansvarig på Mälarsjukhusets intensivvårdsavdelning, är det flera faktorer som ligger bakom. Enligt Folkhälsomyndighetens statistik hade 400 sörmlänningar dött med covid_19 fram till och med vecka 8 i år. Omkring 260 av dem har dött på sjukhus. Dödligheten i viruset bland patienterna har minskat kraftigt. - I våras överlevde inte var fjärde av patienterna på iva. Under den andra vågen har det varit en helt annan situation, dödligheten har halverats, säger Karin Frisell. 
547	2021-03-11	BLOG	 Den 11 mars publicerade tidskriften Axess en artikel som uppmärksammar Frivärlds senaste briefing Vaccinkampen: Så sprids desinformationen om coronavaccinet , skriven av Jesper Lehto. I artikeln kommenterar Katarina O'Nils Franke innehållet och frågar sig hur en farlig spridning av vaccinskepsis kan fortsätta när vi äntligen ser ljuset i tunneln : Tankesmedjan Frivärld har just släppt Vaccinkampen: Så sprids desinformationen om coronavaccinet av Jesper Lehto. I den har Lehto gått igenom ett antal rapporter och vetenskapliga studier från både nationell och internationell nyhetsrapportering för att öka kunskapen om ämnet. Vilka är aktörerna som sprider felaktigheter och desinformation om coronaviruset? Vilka är deras metoder? Briefingen är ett viktigt bidrag till att försöka förstå och motverka spridningen av desinformation. Vidare lyfter hon fram hur både statliga och icke-statliga aktörer bedriver denna falska informationsspridning, och hur denna breda uppsättning av aktörer ytterligare kan bidra till att skapa förvirring och skepsis. Frivärld gör en viktig insats som informerar om vaccinmotståndet. Förhoppningsvis kan initiativ som detta och Larsons forskning bidra till att minska den skadliga utvecklingen. För i kampen mot ett dödligt virus som covid_19 och andra stora sjukdomar i många länder borde det överhuvudtaget inte finnas för- eller emot-sidor. 
548	2021-03-11	MDCL	 EU-kommissionen har beslutat om ett villkorat godkännande för företaget Janssen-Cilags covid-19-vaccin. EU-kommissionen godkänner företaget Janssen-Cilags covid-19-vaccin för vuxna från 18 års ålder. Godkännandet kom efter en rekommendation från läkemedelsmyndighet EMA och dess expertkommitté CHMP. CHMP hade ett extrainsatt möte under torsdagen och meddelade sedan sin rekommendation om ett villkorat EU-godkännande under produktnamnet Covid_19 Vaccine Janssen. Godkännandet är det fjärde EU-godkännandet av ett coronavaccin. Janssen-Cilags covid-19-vaccin ges i en dos Covid_19 Vaccine Janssen är som Läkemedelsvärlden tidigare rapporterat det första coronavaccinet i EU som bara behöver ges i en dos. De kliniska studier som är basen för godkännandet har genomförts i USA, Sydafrika och Sydamerika. Mer än 44_000 personer har deltagit i randomiserade, dubbelblinda och placebokontrollerade prövningar. Resultaten visar sammantaget att vaccinet minskade antalet fall av symtomgivande covid_19 med 67 procent. Biverkningarna av vaccinet var enligt CHMP:s rekommendation vanligen milda-måttliga och varade några dygn. Det handlade om smärta på injektionsstället, huvudvärk, trötthet, muskelvärk och illamående. Till Sverige om en månad Janssen-Cilags covid-19-vaccin verkar på liknande sätt som Astrazenecas vaccin. Det använder alltså ett annat virus, ett modifierat adenovirus, används som bärare av en gen med instruktion för tillverkning av coronavirusets ytprotein, spikeproteinet. Bäraren tar med genen in i kroppens celler som börjar tillverka spikeproteinet. Kroppens immunsystem reagerar då mot detta främmande protein och börjar göra antikroppar och t-celler riktade mot detta. Det skapar en immunitet som gör att kroppen är beredd att försvara sig om den på nytt kommer i kontakt med coronaviruset. EU har ett förköpsavtal med tillverkaren och Sverige har anslutit sig till detta avtal. Enligt prognoserna kommer de första doserna av Janssen-Cilags vaccin till Sverige i april. Leveranserna skalas sedan successivt upp och under juli-september räknar Sverige med att få 2,7 miljoner doser av detta endosvaccin. 
549	2021-03-11	MDCL	 Europeiska läkemedelsmyndigheten EMA rekommenderar ett godkännande av Janssens coronavaccin i EU. Ett vaccin som bara behöver ges i en dos. Men för att börja använda det krävs EU-kommissionens ja. EMA:s vetenskapliga kommitté ger Janssens vaccin grönt ljus för att användas i EU för personer över 18 år. Det är det fjärde covid-vaccinet som rekommenderats i EU. Men för att börja använda vaccinet krävs att EU-kommissionen formellt godkänner det. Något som väntas ske inom kort. Vaccinet från Janssen har genomgått en granskning sedan första december. Företaget lämnade_in en formell ansökan om godkännande den 16 februari. Kliniska studier har uppvisat cirka 67 procents skyddseffekt mot att insjukna i covid-19. Med hjälp av det senaste positiva utlåtandet får myndigheter runt om i EU ett annat alternativ för att bekämpa pandemin och skydda medborgarnas liv och hälsa , säger EMA-chefen Emer Cooke i ett pressmeddelande. Vaccinet har genomgått kliniska studier med cirka 44_000 studiedeltagare, enligt Läkemedelsverket. Hälften fick vaccinet, hälften placebo. Biverkningarna som setts har varit övergående och har koppling till aktivering av immunförsvaret eller själva injektionen, exempelvis smärta vid stickstället, feber, huvudvärk och trötthet. Det handlar om ett villkorat godkännande från EMA, vilket innebär att vissa krav måste uppfyllas, till exempel specificerade uppföljningsstudier efter att vaccinerna har börjat användas. Myndigheterna kommer också att genomföra ytterligare studier för att övervaka effekterna, enligt Läkemedelsverket. Vaccinet skiljer_sig från de andra eftersom det räcker med en dos, jämfört med de andra tre som behöver ges i två doser för att uppnå en bra effekt. - Det här är det första vaccinet som ska ges i en dos, vilket kommer att underlätta vaccinationen. När detta vaccin börjar levereras får vi ännu bättre förutsättningar att genomföra vaccinationen enligt tidplan, säger Charlotta Bergquist, vaccinsamordnare vid Läkemedelsverket, i ett pressmeddelande. 
550	2021-03-11	MDCL	 Flera länder i Europa har pausat vaccineringen med Astra_Zenecas covid-19-vaccin helt eller delvis efter rapporter om blodproppar. Läkemedelsverket ser däremot inte skäl att avbryta vaccineringen i Sverige i nuläget. Danmark och ytterligare fem länder i Europa har tillfälligt slutat att vaccinera med Astra_Zenecas vaccin. Anledningen är rapporter om att personer som vaccinerats har fått blodproppar. Men inget pekar på att det är vaccinet som orsakat blodpropparna, enligt svenska Läkemedelsverket. I Sverige planerar man inte att följa Danmarks exempel. Det finns inte tillräckligt stöd för att avbryta vaccinationen i nuläget, skriver Läkemedelsverket i ett pressmeddelande. Bedömningen är att nyttan med vaccinet tydligt överstiger riskerna, myndigheterna fortsätter bevaka frågan , skriver den svenska myndigheten och hänvisar till att EU:s läkemedelsmyndighet EMA inte heller funnit skäl att dra_in eller avbryta vaccineringen. Det var nu i veckan som Estland, Lettland, Litauen, Luxemburg och Österrike stoppade vaccineringen med en batch (ABV5300) av säkerhetsskäl. Det handlar om en miljon doser som har levererats till 17 EU-länder. Sverige är ett av dem. Preliminära undersökningar har inte visat på några kvalitetsdefekter, men EMA fortsätter att utreda det inträffade. - Läkemedelsverket har gått igenom underlaget och ser inget som ger stöd för att avbryta vaccineringen eller suspendera en batch, säger Veronica Arthurson, som är chef för läkemedelssäkerhet, i en intervju med TT. Enligt Läkemedelsverket har 22 fall av blodproppar rapporterats fram tills den 9 mars bland de tre miljoner som har fått Astra_Zenecas vaccin. Det är inte fler fall än vad som är normalt förekommande. Hittills har en miljon svenskar vaccinerats. Läkemedelsverket har fått in två fall av misstänkta tromboemboliska händelser bland dem som fått Astra_Zenecas vaccin, ett tiotal för dem som fått vaccinet Comirnaty. Inga fall har rapporterats för Modernas vaccin. 
551	2021-03-11	MDCL	 För ett år sedan, den 11 mars 2020, klassade Världshälsoorganisationen (WHO) covid_19 som en pandemi. Samma dag inträffade det första dödsfallet i Sverige. I dag har ett år gått. 117 miljoner fall har hittills registrerats globalt, och just nu pekar utvecklingen på en uppgång, även i Europa (EU/EEA) med hittills 23 miljoner fall, enligt siffror från den europeiska smittskyddsmyndigheten ECDC som presenterades på dagens myndighetsgemensamma presskonferens. Den uppåtgående trenden har varit tydlig även i Sverige sedan ett par veckor, konstaterade statsepidemiolog Anders_Tegnell. Möjligen avstannar ökningen något, men på en för hög nivå. - Alldeles för hög nivå för att det ska vara riktigt hållbart i längden, sa Anders_Tegnell. Sverige har hittills haft drygt 700_000 fall. Drygt 13_000 personer har avlidit, och 5 450 personer har vårdats på IVA med bekräftad covid-19. - Vi behöver få ner smittspridningen rätt ordentligt. Men vaccinationerna har haft bra effekt. Det är främst på särskilt boende och även i hemtjänsten som effekten märks. I särskilt boende har 92 procent fått minst en dos, och bland personer med hemtjänst har 63 procent fått minst en dos. Vaccinationerna har nu även fått effekt på antalet avlidna per vecka. - Det är den positiva delen, sa Anders_Tegnell. Hittills har drygt 1 miljon vaccindoser getts i Sverige. Men en ökad belastning på sjukhusvården och IVA väntas med anledning av den senaste tidens ökning av antalet smittade. - Vi ligger på en väldigt hög nivå och börjar närma oss 1 500 personer som behöver sjukhusvård, sa Iréne Nilsson Carlsson, Socialstyrelsen. Ett annat orosmoln är den sydafrikanska varianten som nu finns i nio regioner i landet. I en intervju i Studio ett i P1 på torsdagseftermiddagen efterlyste epidemiologen Joacim Rocklöv regional nedstängning där varianten finns. Men statsepidemiolog Anders_Tegnell tror att det är en stor förenkling av verkligheten att tro att en större nedstängning är lösningen. Han sa också att han önskar bättre kunskap om i vilka miljöer smittspridningen tar fart för att veta vilka delar av samhället som behöver hårdare reglering. - Det är fortfarande lite av ett mysterium, man har ju stängt stora delar av samhället i olika delar av världen under olika perioder och fortsatt haft en hög smittspridning. I andra delar av världen har man haft mycket lättare nedstängningar och inte fått någon smittspridning. 
552	2021-03-11	MDCL	 Patientnämnderna tog_emot 8 procent färre klagomål 2020 än tidigare år. En tiondel av klagomålen var covid-19-relaterade, enligt en rapport som patientnämnderna tagit fram. Drygt 33_000 klagomål nådde landets patientnämnder under 2020, enligt rapporten. Det är färre än under de fyra närmaste föregående åren, då siffran legat på drygt 36_000, en minskning med 8 procent. En tiondel av klagomålen, 3 337, hade anknytning till covid-19. Flest sådana klagomål inkom till nämnden i Region Stockholm, 783. Av de covid-19-relaterade klagomålen rörde 42 procent den somatiska specialistvården. 36 procent rörde primärvården, 4 procent den kommunala vården, 4 procent den psykiatriska specialistvården, 2 procent tandvården och 12 procent övrig verksamhet (covid-19-testning, 1177, sjukresor). Klagomålen på den somatiska specialistvården handlade främst om att vård ställts in, men också om att patienter med bekräftad covid_19 nekats sjukhusvård och senare avlidit, eller att patienter nekats vård när personal misstänkt covid-19-smitta, till exempel på akutmottagning. Många klagomål rörde enligt rapporten att patienter upplevt bristande hygienrutiner, och en del handlade om att patienter blivit smittade med covid_19 under vårdtiden och sedan avlidit. För tidiga utskrivningar av covid-19-patienter var en annan grupp klagomål. Klagomålen på primärvården handlade ofta om att patienter nekats vård, besök, testning eller intyg. Bristande hygienrutiner och överfulla väntrum är andra ämnen. 145 klagomål rörde den kommunala vården. Det handlade om beslut om palliativ vård utan individuell bedömning, bristande vårdinsatser och bristande information till närstående, negativa konsekvenser av besöksrestriktioner och oro för smitta. Klagomålen rörde i större utsträckning kvinnor än män, i åldersgruppen 20-59 år var kvinnorna dubbelt så många som männen. Åldersgruppen 70-79 år, som inte tidigare klagat mycket på vården, stod för flest synpunkter. En fjärdedel av alla klagomål rörde 70+. 
